"","experience_level","salary_currency","employee_residence","remote_ratio","company_location","company_size","job_title_clean","salary_factor","job_title_sector","living_index","adjusted_salary_in_usd","employee_works_where_lives"
"272","SE","USD","CA","in-place","CA","M","Machine Learning Engineer","MEDIUM","AA",70.22,1993.73397892338,TRUE
"273","SE","USD","CA","in-place","CA","M","Machine Learning Engineer","MEDIUM","AA",70.22,1566.50526915409,TRUE
"274","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2281.4772565236,TRUE
"275","SE","USD","US","remote","US","M","Data Engineer","LOW","DE",70.13,1212.03479252816,TRUE
"276","SE","USD","US","remote","US","M","ETL Developer","HIGH","DE",70.13,3564.80821331812,TRUE
"277","SE","USD","US","remote","US","M","ETL Developer","LOW","DE",70.13,898.331669756167,TRUE
"278","EX","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2669.32839013261,TRUE
"279","EX","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,1655.49693426494,TRUE
"280","MI","USD","TR","in-place","TR","M","Data Scientist","LOW","AA",28.31,353.232073472271,TRUE
"281","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2851.8465706545,TRUE
"282","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2067.58876372451,TRUE
"283","SE","USD","US","in-place","US","L","Data Engineer","HIGH","DE",70.13,3279.59503778697,TRUE
"284","SE","USD","US","in-place","US","L","Data Engineer","MEDIUM","DE",70.13,2203.693141309,TRUE
"285","SE","USD","US","in-place","US","L","Data Scientist","HIGH","AA",70.13,3065.73506345359,TRUE
"286","SE","USD","US","in-place","US","L","Data Scientist","MEDIUM","AA",70.13,2267.21802367033,TRUE
"287","SE","USD","US","in-place","US","L","Data Engineer","HIGH","DE",70.13,3279.59503778697,TRUE
"288","SE","USD","US","in-place","US","L","Data Engineer","MEDIUM","DE",70.13,2203.693141309,TRUE
"289","EN","USD","US","remote","US","M","AI Scientist","LOW","AA",70.13,712.961642663625,TRUE
"290","SE","USD","US","remote","US","L","Data Science Lead","HIGH","AA_lead",70.13,2609.43961214887,TRUE
"291","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1422.35847711393,TRUE
"292","SE","USD","US","remote","US","M","Data Analyst","LOW","DA",70.13,975.331527163839,TRUE
"293","SE","USD","US","remote","US","L","Data Scientist","HIGH","AA",70.13,3378.01226294025,TRUE
"294","SE","USD","US","remote","US","L","Data Scientist","MEDIUM","AA",70.13,2270.06987024098,TRUE
"295","SE","USD","US","remote","US","M","Data Science Manager","HIGH","AA_lead",70.13,3468.2019107372,TRUE
"296","SE","USD","US","remote","US","M","Data Science Manager","HIGH","AA_lead",70.13,2563.45358619706,TRUE
"297","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2495.36574932269,TRUE
"298","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2138.88492799087,TRUE
"299","SE","USD","US","remote","US","M","Machine Learning Engineer","HIGH","AA",70.13,2994.43889918722,TRUE
"300","SE","USD","US","remote","US","M","Machine Learning Engineer","HIGH","AA",70.13,2566.66191358905,TRUE
"301","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2110.36646228433,TRUE
"302","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1825.18180521888,TRUE
"303","SE","USD","US","remote","US","M","Data Architect","HIGH","DE",70.13,2709.25424212177,TRUE
"304","SE","USD","US","remote","US","M","Data Architect","MEDIUM","DE",70.13,1924.99643519179,TRUE
"305","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1853.70027092542,TRUE
"306","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1568.51561385997,TRUE
"307","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"308","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"309","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2281.4772565236,TRUE
"310","SE","USD","US","remote","US","M","Data Engineer","LOW","DE",70.13,1212.03479252816,TRUE
"311","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,3108.5127620134,TRUE
"312","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2071.86653358049,TRUE
"313","SE","USD","US","remote","US","L","Machine Learning Engineer","HIGH","AA",70.13,2786.25409952945,TRUE
"314","SE","USD","US","remote","US","L","Machine Learning Engineer","MEDIUM","AA",70.13,1872.23727363468,TRUE
"315","EN","USD","CL","remote","US","L","Data Specialist","MEDIUM","DE",43.9,2391.79954441913,FALSE
"316","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"317","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"318","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2951.66120062741,TRUE
"319","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2181.66262655069,TRUE
"320","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"321","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"322","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1568.51561385997,TRUE
"323","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1411.66405247398,TRUE
"324","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"325","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"326","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"327","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"328","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"329","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"330","SE","USD","PR","remote","PR","M","Machine Learning Engineer","HIGH","AA",66.53,3006.16263339847,TRUE
"331","SE","USD","PR","remote","PR","M","Machine Learning Engineer","MEDIUM","AA",66.53,2029.15977754396,TRUE
"332","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2951.66120062741,TRUE
"333","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2181.66262655069,TRUE
"334","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"335","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"336","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"337","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"338","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"339","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"340","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,2790.53186938543,TRUE
"341","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1860.82988735206,TRUE
"342","SE","USD","US","remote","US","M","Machine Learning Engineer","MEDIUM","AA",70.13,1853.70027092542,TRUE
"343","SE","USD","US","remote","US","M","Machine Learning Engineer","LOW","AA",70.13,1197.77555967489,TRUE
"344","MI","USD","US","remote","US","M","Data Operations Engineer","MEDIUM","DE",70.13,1425.92328532725,TRUE
"345","MI","USD","US","remote","US","M","Data Operations Engineer","LOW","DE",70.13,855.55397119635,TRUE
"346","MI","GBP","GB","remote","GB","M","Data Engineer","LOW","DE",69.65,1155.85068198134,TRUE
"347","MI","GBP","GB","remote","GB","M","Data Engineer","LOW","DE",69.65,978.033022254128,TRUE
"348","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,2014.8296021674,TRUE
"349","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1455.86767431912,TRUE
"350","SE","EUR","ES","in-place","ES","M","Data Analyst","LOW","DA",53.88,937.954714179658,TRUE
"351","SE","EUR","ES","in-place","ES","M","Data Analyst","LOW","DA",53.88,683.927245731255,TRUE
"352","MI","USD","US","remote","US","L","BI Analyst","MEDIUM","DA",70.13,2138.88492799087,TRUE
"353","MI","GBP","GB","remote","GB","M","Data Scientist","MEDIUM","AA",69.65,1475.9368269921,TRUE
"354","EN","INR","IN","partial","IN","M","Data Scientist","LOW","AA",24.43,945.149406467458,TRUE
"355","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,2053.32953087124,TRUE
"356","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1611.29331241979,TRUE
"357","EN","EUR","PT","remote","ES","M","AI Scientist","LOW","AA",47.94,658.86524822695,FALSE
"358","SE","USD","US","remote","US","L","Data Architect","HIGH","DE",70.13,2786.25409952945,TRUE
"359","SE","USD","US","remote","US","L","Data Architect","MEDIUM","DE",70.13,1872.23727363468,TRUE
"360","SE","USD","US","remote","US","L","Machine Learning Engineer","HIGH","AA",70.13,2786.25409952945,TRUE
"361","SE","USD","US","remote","US","L","Machine Learning Engineer","MEDIUM","AA",70.13,1872.23727363468,TRUE
"362","SE","USD","US","remote","US","L","Data Architect","HIGH","DE",70.13,2786.25409952945,TRUE
"363","SE","USD","US","remote","US","L","Data Architect","MEDIUM","DE",70.13,1872.23727363468,TRUE
"364","SE","USD","US","remote","US","M","Data Architect","HIGH","DE",70.13,2709.25424212177,TRUE
"365","SE","USD","US","remote","US","M","Data Architect","MEDIUM","DE",70.13,1924.99643519179,TRUE
"366","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,1924.99643519179,TRUE
"367","SE","USD","US","remote","US","M","Data Engineer","LOW","DE",70.13,1140.7386282618,TRUE
"368","EN","INR","IN","remote","IN","M","BI Analyst","LOW","DA",24.43,332.378223495702,TRUE
"369","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2281.4772565236,TRUE
"370","SE","USD","US","remote","US","M","Data Engineer","LOW","DE",70.13,1212.03479252816,TRUE
"371","SE","USD","US","remote","US","L","Data Engineer","HIGH","DE",70.13,2549.55083416512,TRUE
"372","SE","USD","US","remote","US","L","Data Engineer","MEDIUM","DE",70.13,1883.6446599173,TRUE
"374","SE","EUR","FI","partial","FI","S","Machine Learning Engineer","LOW","AA",73.2,863.005464480874,TRUE
"375","EN","USD","IN","remote","AS","L","BI Analyst","LOW","DA",24.43,2046.66393778142,FALSE
"376","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,1996.29259945815,TRUE
"377","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,1497.21944959361,TRUE
"378","MI","GBP","GB","remote","GB","M","Data Engineer","LOW","DE",69.65,1155.85068198134,TRUE
"379","MI","GBP","GB","remote","GB","M","Data Engineer","LOW","DE",69.65,978.033022254128,TRUE
"380","SE","USD","US","remote","US","M","Data Analyst","HIGH","DA",70.13,2709.25424212177,TRUE
"381","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1996.29259945815,TRUE
"382","MI","USD","US","remote","US","M","Data Operations Engineer","MEDIUM","DE",70.13,1425.92328532725,TRUE
"383","MI","USD","US","remote","US","M","Data Operations Engineer","LOW","DE",70.13,855.55397119635,TRUE
"384","SE","USD","US","remote","US","L","Data Scientist","HIGH","AA",70.13,2566.66191358905,TRUE
"385","SE","USD","US","remote","US","L","Data Scientist","MEDIUM","AA",70.13,2352.77342078996,TRUE
"386","SE","USD","US","in-place","US","L","Applied Machine Learning Scientist","MEDIUM","AA",70.13,1539.99714815343,TRUE
"388","SE","USD","US","remote","US","M","Data Architect","HIGH","DE",70.13,2709.25424212177,TRUE
"389","SE","USD","US","remote","US","M","Data Architect","MEDIUM","DE",70.13,1924.99643519179,TRUE
"390","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2558.10637387709,TRUE
"391","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2195.92185940396,TRUE
"392","SE","USD","US","in-place","US","M","Machine Learning Engineer","HIGH","AA",70.13,2764.86525024954,TRUE
"393","SE","USD","US","in-place","US","M","Machine Learning Engineer","MEDIUM","AA",70.13,1843.71880792813,TRUE
"394","EX","USD","US","in-place","US","M","Data Science Manager","HIGH","AA_lead",70.13,3174.67560245259,TRUE
"395","EX","USD","US","in-place","US","M","Data Science Manager","HIGH","AA_lead",70.13,2597.46185655212,TRUE
"396","MI","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,2138.88492799087,TRUE
"397","MI","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1425.92328532725,TRUE
"398","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1746.75602452588,TRUE
"399","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1425.92328532725,TRUE
"400","EX","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,4242.12177384857,TRUE
"401","EX","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,3707.40054185085,TRUE
"403","SE","USD","ES","remote","US","M","Data Engineering Manager","HIGH","DE_lead",53.88,3582.03414996288,FALSE
"404","EN","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1326.10865535434,TRUE
"405","EN","USD","US","in-place","US","M","Data Scientist","LOW","AA",70.13,1040.92399828889,TRUE
"406","MI","USD","US","remote","US","M","Data Operations Engineer","MEDIUM","DE",70.13,1425.92328532725,TRUE
"407","MI","USD","US","remote","US","M","Data Operations Engineer","LOW","DE",70.13,855.55397119635,TRUE
"408","EN","BRL","BR","remote","BR","L","Data Analyst","LOW","DA",33.24,235.499398315283,TRUE
"409","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1953.42934550121,TRUE
"410","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1448.31028090689,TRUE
"411","SE","USD","US","remote","US","M","ETL Developer","HIGH","DE",70.13,3564.80821331812,TRUE
"412","SE","USD","US","remote","US","M","ETL Developer","LOW","DE",70.13,898.331669756167,TRUE
"413","MI","USD","US","in-place","US","M","Data Manager","MEDIUM","DE_lead",70.13,1910.73720233851,TRUE
"414","MI","USD","US","in-place","US","M","Data Manager","MEDIUM","DE_lead",70.13,1397.4048196207,TRUE
"415","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"416","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"417","SE","EUR","FR","partial","FR","L","Director of Data Science","LOW","AA_lead",74.13,781.168217995414,TRUE
"418","MI","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1939.25566804506,TRUE
"419","MI","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1597.03407956652,TRUE
"420","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2452.58805076287,TRUE
"421","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1996.29259945815,TRUE
"422","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,3065.73506345359,TRUE
"423","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,2338.51418793669,TRUE
"424","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,4277.76985598175,TRUE
"425","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1853.70027092542,TRUE
"426","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,3564.80821331812,TRUE
"427","SE","USD","US","remote","US","M","Data Engineer","LOW","DE",70.13,898.331669756167,TRUE
"428","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2566.66191358905,TRUE
"429","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2138.88492799087,TRUE
"431","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,3564.80821331812,TRUE
"432","SE","USD","US","remote","US","M","Data Engineer","LOW","DE",70.13,898.331669756167,TRUE
"433","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"434","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"435","MI","USD","US","remote","US","L","Data Analyst","MEDIUM","DA",70.13,1390.27520319407,TRUE
"436","SE","USD","US","remote","US","M","Applied Scientist","HIGH","AA",70.13,3034.36475117639,TRUE
"437","SE","USD","US","remote","US","M","Applied Scientist","MEDIUM","AA",70.13,2036.21845144731,TRUE
"438","MI","EUR","NL","partial","NL","L","Data Scientist","LOW","AA",75.66,974.107850911975,TRUE
"439","EN","USD","US","partial","DE","M","Data Scientist","LOW","AA",70.13,712.961642663625,FALSE
"440","EN","INR","FR","remote","IN","L","Data Analyst","LOW","DA",74.13,86.5101848104681,FALSE
"441","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2164.55154712676,TRUE
"442","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1857.12248681021,TRUE
"443","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,2352.77342078996,TRUE
"444","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1999.85740767147,TRUE
"445","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1924.99643519179,TRUE
"446","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1639.81177812634,TRUE
"447","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2558.10637387709,TRUE
"448","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2195.92185940396,TRUE
"449","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"450","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"451","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"452","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"453","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"454","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"455","MI","USD","US","in-place","US","M","Financial Data Analyst","LOW","DA",70.13,1069.44246399544,TRUE
"456","MI","EUR","GR","remote","GR","M","Data Engineer","LOW","DE",56.22,1498.20348630381,TRUE
"457","MI","EUR","GR","remote","GR","M","Data Engineer","LOW","DE",56.22,1310.93916755603,TRUE
"458","MI","GBP","GB","remote","GB","M","Data Engineer","MEDIUM","DE",69.65,1422.59870782484,TRUE
"459","MI","GBP","GB","remote","GB","M","Data Engineer","LOW","DE",69.65,1244.76669059584,TRUE
"460","MI","EUR","ES","remote","ES","M","Data Engineer","LOW","DE",53.88,1563.27023014105,TRUE
"461","MI","EUR","ES","remote","ES","M","Data Engineer","LOW","DE",53.88,1367.87305122494,TRUE
"462","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"463","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"464","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"465","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"466","SE","GBP","GB","remote","GB","M","Data Analyst","MEDIUM","DA",69.65,1482.62742282843,TRUE
"467","SE","GBP","GB","remote","GB","M","Data Analyst","LOW","DA",69.65,1155.92246949031,TRUE
"468","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"469","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"470","SE","GBP","GB","remote","GB","M","Data Engineer","MEDIUM","DE",69.65,1510.75376884422,TRUE
"471","SE","GBP","GB","remote","GB","M","Data Engineer","LOW","DE",69.65,1188.25556353195,TRUE
"472","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"473","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"474","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"475","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"476","SE","USD","US","in-place","US","L","Data Analyst","MEDIUM","DA",70.13,1639.81177812634,TRUE
"477","EN","EUR","ES","partial","ES","M","Data Scientist","LOW","AA",53.88,586.2286562732,TRUE
"478","SE","USD","US","remote","US","M","Data Operations Analyst","LOW","DA",70.13,1154.99786111507,TRUE
"479","SE","USD","US","remote","US","M","Data Operations Analyst","LOW","DA",70.13,941.109368315985,TRUE
"480","EN","USD","US","remote","US","L","Data Analyst","LOW","DA",70.13,655.924711250535,TRUE
"481","EN","USD","US","remote","US","L","Data Engineer","LOW","DE",70.13,1140.7386282618,TRUE
"482","EX","USD","US","remote","US","S","Machine Learning Engineer","HIGH","AA",70.13,2851.8465706545,TRUE
"483","EX","USD","US","remote","US","S","Machine Learning Engineer","HIGH","AA",70.13,2566.66191358905,TRUE
"484","EX","USD","US","remote","US","S","AI Scientist","HIGH","AA",70.13,2851.8465706545,TRUE
"485","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2910.30942535292,TRUE
"486","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1940.68159133039,TRUE
"487","SE","USD","US","in-place","US","M","Data Analyst","HIGH","DA",70.13,3564.80821331812,TRUE
"488","SE","USD","US","in-place","US","M","Data Analyst","LOW","DA",70.13,898.331669756167,TRUE
"489","MI","GBP","GB","in-place","GB","M","Data Scientist","MEDIUM","AA",69.65,1707.10696338837,TRUE
"490","MI","GBP","GB","in-place","GB","M","Data Scientist","MEDIUM","AA",69.65,1600.41636755205,TRUE
"492","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"493","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"494","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"495","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"496","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"497","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"498","SE","USD","US","remote","US","M","Data Specialist","MEDIUM","DE",70.13,1354.62712106089,TRUE
"499","SE","USD","US","remote","US","M","Data Specialist","LOW","DE",70.13,998.146299729075,TRUE
"500","MI","USD","BO","remote","US","M","Applied Machine Learning Scientist","LOW","AA",34.77,2157.03192407248,FALSE
"502","MI","USD","US","in-place","US","L","Data Analyst","MEDIUM","DA",70.13,1611.29331241979,TRUE
"503","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2424.06958505632,TRUE
"504","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1853.70027092542,TRUE
"505","MI","USD","US","remote","US","L","Data Analytics Consultant","MEDIUM","DA",70.13,1611.29331241979,TRUE
"506","MI","USD","US","remote","US","M","Product Data Analyst","MEDIUM","DA",70.13,1996.29259945815,TRUE
"508","MI","AUD","AU","remote","AU","M","BI Analyst","LOW","DA",77.75,691.536977491961,TRUE
"509","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2495.36574932269,TRUE
"510","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1996.29259945815,TRUE
"511","EN","USD","AX","in-place","AL","L","3D Computer Vision Researcher","LOW","AA",68.97,33.6958097723648,FALSE
"512","SE","EUR","PT","partial","PT","S","Lead Data Scientist","LOW","AA_lead",47.94,625.907384230288,TRUE
"513","SE","USD","US","in-place","US","M","Data Analyst","HIGH","DA",70.13,3564.80821331812,TRUE
"514","SE","USD","US","in-place","US","M","Data Analyst","LOW","DA",70.13,898.331669756167,TRUE
"515","SE","USD","US","in-place","US","L","Data Scientist","MEDIUM","AA",70.13,2281.4772565236,TRUE
"516","SE","USD","US","in-place","US","L","Data Scientist","MEDIUM","AA",70.13,1701.12647939541,TRUE
"517","MI","USD","US","partial","US","L","Research Scientist","MEDIUM","AA",70.13,2067.58876372451,TRUE
"518","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1497.21944959361,TRUE
"519","SE","USD","US","in-place","US","M","Data Engineer","LOW","DE",70.13,1283.33095679452,TRUE
"520","SE","USD","US","remote","US","M","ETL Developer","MEDIUM","DE",70.13,2084.69984314844,TRUE
"521","SE","USD","US","remote","US","M","ETL Developer","MEDIUM","DE",70.13,1771.99486667617,TRUE
"522","MI","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,3208.32739198631,TRUE
"523","MI","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2281.4772565236,TRUE
"524","MI","EUR","NL","remote","NL","S","Data Scientist","LOW","AA",75.66,723.618821041502,TRUE
"525","SE","USD","CA","remote","CA","M","Data Engineer","HIGH","DE",70.22,2645.96980917118,TRUE
"526","SE","USD","CA","remote","CA","M","Data Engineer","MEDIUM","DE",70.22,1956.70749074338,TRUE
"527","SE","USD","US","in-place","US","M","Data Analyst","HIGH","DA",70.13,3493.51204905176,TRUE
"528","SE","USD","US","in-place","US","M","Data Analyst","HIGH","DA",70.13,2566.66191358905,TRUE
"529","SE","USD","US","in-place","US","M","Data Analyst","HIGH","DA",70.13,2901.75388564095,TRUE
"530","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,2167.40339369742,TRUE
"531","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,3564.80821331812,TRUE
"532","SE","USD","US","in-place","US","M","Data Engineer","LOW","DE",70.13,898.331669756167,TRUE
"533","SE","USD","US","remote","US","M","Machine Learning Infrastructure Engineer","HIGH","AA",70.13,2652.21731070868,TRUE
"534","SE","USD","US","remote","US","M","Machine Learning Infrastructure Engineer","MEDIUM","AA",70.13,2121.77384856695,TRUE
"535","SE","INR","IN","partial","IN","L","Lead Machine Learning Engineer","MEDIUM","AA_lead",24.43,3938.14981580025,TRUE
"536","MI","GBP","GB","partial","GB","L","Machine Learning Engineer","MEDIUM","AA",69.65,1849.37544867193,TRUE
"537","EN","USD","US","in-place","US","L","Data Scientist","LOW","AA",70.13,1169.25709396834,TRUE
"539","MI","USD","US","partial","US","M","Applied Machine Learning Scientist","HIGH","AA",70.13,2466.84728361614,TRUE
"540","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2901.75388564095,TRUE
"541","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2167.40339369742,TRUE
"542","SE","USD","US","remote","US","M","Machine Learning Engineer","HIGH","AA",70.13,2652.21731070868,TRUE
"543","SE","USD","US","remote","US","M","Machine Learning Engineer","MEDIUM","AA",70.13,2121.77384856695,TRUE
"544","EN","BRL","BR","remote","BR","L","BI Analyst","LOW","DA",33.24,189.350180505415,TRUE
"545","MI","USD","US","remote","US","M","Data Science Manager","MEDIUM","AA_lead",70.13,2252.95879081705,TRUE
"546","MI","USD","US","remote","US","M","Data Science Manager","MEDIUM","AA_lead",70.13,1910.73720233851,TRUE
